customer_id,first_name,last_name,email,phone,address,city,state,zip_code,date_of_birth,account_balance,account_status,created_date,last_updated
CUST000043,Jennifer,Henderson,fernandezlance@example.com,(383)666-9726,"06172 Crystal Parkways Apt. 727, Mejiashire, SD 87699",Lake Sheila,DC,12734,1986-04-19,29377.15,Active,2024-04-06,2025-12-02
CUST000044,Jeremiah,Morrison,meganlopez@example.net,930.950.3655x25771,"300 Timothy Shoals Apt. 302, Phillipborough, NV 28951",North Lauraland,SC,68277,1980-04-04,16508.94,Suspended,2025-04-28,2025-12-07
CUST000045,Paula,Parsons,anthonygreen@example.com,(608)983-3662x18050,"9798 Mackenzie Green, West James, WV 89590",West Stephen,MT,30439,1996-03-04,39376.69,Suspended,2025-03-02,2025-12-07
CUST000046,Brittany,Dawson,adamsangela@example.net,+1-920-576-4916x07091,"424 Shawn Knoll Apt. 939, Lake Christopherhaven, NH 79556",Blackwellbury,NY,29578,1973-05-14,39906.5,Inactive,2024-09-05,2025-12-22
CUST000047,Lisa,Hayden,rsmith@example.com,+1-485-280-9365x14320,"281 Cannon Valley, Curtisshire, FL 11445",South Matthewfurt,TN,70263,1972-11-28,31782.36,Suspended,2024-05-23,2025-12-14
CUST000048,Mark,James,qponce@example.com,345.245.3939,"Unit 4199 Box 3620, DPO AP 65698",South John,AZ,75259,1958-08-24,25051.41,Suspended,2024-02-29,2025-12-16
CUST000049,Steven,Wiley,ann00@example.net,430-653-1456,"3580 Flowers Trafficway, Scotttown, ME 30977",East Kerrichester,CA,40213,1991-02-18,43547.78,Inactive,2025-03-18,2025-12-11
CUST000050,Lori,Fritz,patrick56@example.net,778-622-5503x047,"PSC 5189, Box 2472, APO AE 09493",East Charles,OK,12342,1966-06-21,19297.5,Suspended,2024-11-02,2025-12-07
CUST000051,Michelle,Turner,michael54@example.org,001-873-672-5918,"428 Jorge Track, West Paulaton, ME 72565",West Rhondaview,NJ,33452,1987-01-16,6881.96,Inactive,2025-01-21,2025-12-13
CUST000052,Nicholas,Downs,scotthall@example.com,557-901-1205,"USNS Dawson, FPO AP 87111",Villarrealburgh,OR,93982,1976-12-15,26431.05,Suspended,2025-04-14,2025-12-01
CUST000053,David,Mcintosh,aaron35@example.com,+1-313-491-9542x6173,"PSC 1769, Box 2106, APO AE 42719",Port Phyllis,WA,51568,1990-03-02,5530.53,Active,2024-06-07,2025-11-29
CUST000054,Tonya,Martin,fordmegan@example.org,786.595.7999,"914 Juarez Mount Suite 639, New Natalie, NV 75746",Ronniehaven,TN,95001,1999-05-25,12607.5,Inactive,2024-08-03,2025-12-20
CUST000055,Kimberly,Greene,dharris@example.org,8619466880,"USNV Singleton, FPO AP 15808",Sullivanshire,FL,76030,1976-06-19,36350.28,Active,2024-09-11,2025-11-25
CUST000056,Laura,Anderson,rhonda92@example.org,(786)727-9066,"92787 Danny Parkways, Rebeccafurt, VI 88219",Lake Lance,DC,13871,1972-04-08,11661.5,Inactive,2024-04-11,2025-12-11
CUST000057,Destiny,Butler,shawsherry@example.com,332.356.9038x212,"95449 Rodriguez Mission, Gabrielaberg, AZ 52156",Nicoletown,AK,95981,1984-04-29,30132.62,Active,2025-11-23,2025-12-19
CUST000058,Stephanie,Thomas,dakotadennis@example.net,001-765-953-2603x2863,"111 Natalie Lights, Cartertown, KY 88382",South Marthaton,RI,56164,1955-08-18,5812.17,Active,2024-07-15,2025-11-25
CUST000059,Michael,Hammond,ajones@example.org,001-942-552-9114x4657,"65665 Michael Lake Apt. 347, New Jeffreyside, MO 30709",Port Troychester,AR,21087,1951-10-05,39717.56,Active,2024-01-13,2025-12-09
CUST000060,Michael,Johnson,knightheather@example.org,6352146609,"6710 Kylie Springs, Chenton, MS 97181",North Christopherburgh,MA,01576,2001-02-20,3550.5,Suspended,2024-06-04,2025-11-27
CUST000061,Vincent,Rogers,shannon48@example.net,(827)566-6946x339,"770 Cooper Keys, South Jenniferport, TN 81890",South Christopher,OH,62874,1960-01-02,32440.75,Suspended,2025-05-27,2025-11-23
CUST000062,Michael,Carpenter,alexander81@example.com,629.583.0687x68638,"9693 Tara Islands, Cervantesland, RI 98943",Sanchezhaven,HI,58801,1977-12-05,46197.27,Inactive,2024-06-29,2025-12-11
CUST000063,Mike,Rosales,valdezjeffrey@example.net,935-591-2415x4152,"PSC 5728, Box 4492, APO AP 21313",Moyershire,IA,62534,1999-01-11,45644.73,Active,2024-01-12,2025-11-26
CUST000064,Crystal,Miller,melissa26@example.com,288-308-2960,"03653 William Cove, Paulberg, MI 93972",Port Dawn,RI,49848,1989-08-31,17766.89,Active,2025-12-09,2025-12-05
CUST000065,Tanya,Lang,lindalove@example.org,(828)903-6734,"30465 Walker Ranch, South Brendan, MO 44031",New Adrienneburgh,CT,42121,2007-06-21,17817.4,Active,2025-09-06,2025-12-15
CUST000066,Alicia,Barnes,rangelcarlos@example.com,(415)532-3617,"12193 Trevor Flat, Bryanbury, PA 59342",Lake Anthonychester,WA,67002,1986-01-04,26719.98,Suspended,2024-04-19,2025-11-26
CUST000067,Valerie,Richardson,tgardner@example.net,+1-586-296-7351,"8501 Russell Throughway Suite 521, Port Matthewside, SD 79390",South Luisport,MS,27327,2007-11-23,8779.19,Suspended,2024-10-28,2025-12-19
CUST000068,Ashley,Stevenson,christopherosborne@example.com,258-489-9418,"414 Samuel Points Suite 289, Port Jamesport, MS 38614",Welchstad,KS,62336,1972-02-14,16154.59,Active,2024-07-24,2025-11-29
CUST000069,Jeff,Lane,joseph48@example.net,6376500689,"31591 Wall Canyon Apt. 870, Lake Mark, TN 16364",West Marcmouth,SD,10804,1958-12-30,42524.91,Inactive,2025-03-30,2025-12-19
CUST000070,John,Black,tiffany34@example.com,5337346113,"024 Guzman Hollow, Myerschester, AR 91333",New Damon,AK,85173,1947-01-03,14524.12,Active,2023-12-23,2025-12-19
CUST000071,Sherry,Patterson,roneal@example.org,(744)877-9669x96016,"688 Lin Divide, North Guy, AS 96093",Amberfort,IL,96107,1953-11-12,31853.33,Inactive,2025-03-20,2025-12-10
CUST000072,Ryan,Ramirez,hmcgee@example.org,(341)850-3588,"61709 Sandra Bypass Apt. 172, Loristad, NM 08333",Juliastad,UT,77316,1967-08-21,3874.98,Suspended,2024-10-28,2025-11-25
CUST000073,Lawrence,Le,jeremyray@example.net,863-518-3068x086,"3818 Belinda Heights Suite 178, Robertoberg, MI 77120",East Aliceshire,MA,70780,1947-04-28,31105.37,Suspended,2025-05-01,2025-12-10
CUST000074,Melanie,Carlson,osmith@example.com,885-422-1772x524,"71958 Bryant Unions, Brendanmouth, MH 85155",South Stephanieshire,TN,88860,1997-05-07,4578.18,Active,2024-02-26,2025-11-25
CUST000075,Kendra,Kim,twilliams@example.com,001-368-727-7180,"3783 Bianca Lights, Johnburgh, WY 22602",West Daniel,MI,80683,1960-07-17,42742.07,Suspended,2025-12-21,2025-12-05
CUST000076,Jeremy,Melendez,todd50@example.org,001-715-318-5528x0496,"6005 Nelson Branch Apt. 180, Heatherchester, AL 33018",Lauratown,IA,58863,1958-01-10,48879.44,Inactive,2025-10-04,2025-12-08
CUST000077,Cassie,Le,richardsonbrian@example.org,540-435-0472x703,"9902 Jordan Passage Apt. 079, East Lucas, MA 56035",Wagnerhaven,MO,99754,1979-03-23,20453.93,Active,2024-10-31,2025-11-29
CUST000078,Chloe,Anderson,pughandrew@example.org,6144367304,"769 Megan Common, North Pamela, MD 98350",North Michael,CA,89756,1970-12-31,17681.41,Active,2025-08-13,2025-12-13
CUST000079,Steven,Ruiz,luke88@example.com,644.394.7735x841,"PSC 9688, Box 8939, APO AA 88283",Hornland,IA,23220,1947-02-28,42542.75,Inactive,2024-09-20,2025-12-19
CUST000080,Sharon,Yu,griffinnatalie@example.org,+1-928-311-8028,"64085 Avila Circle Suite 481, New Garyfurt, MH 15926",Jenkinsbury,WY,12331,1981-10-09,34764.62,Inactive,2024-12-10,2025-12-09
CUST000081,Jessica,Foley,dbrown@example.net,843-714-1158x8284,"605 Holland Cliff, Grahamtown, KS 54370",North Diana,AK,00911,1949-04-09,39277.06,Suspended,2024-12-02,2025-12-10
CUST000082,Alyssa,Harvey,christopherhoward@example.org,(532)514-1393x6762,"43927 Sophia Ridges Suite 779, Watkinsland, ME 28127",South Brian,IA,73416,1990-12-18,11507.24,Inactive,2024-01-16,2025-12-12
CUST000083,Angela,Clark,xmartin@example.com,579-339-1239,"137 Brown Vista, Lunamouth, KS 64694",Lisaburgh,IA,50821,1990-01-07,15256.84,Inactive,2025-03-01,2025-12-12
CUST000084,Robert,Hughes,andrea82@example.org,(244)351-6542x513,"71884 Connor Shoals Apt. 023, East Douglasland, NM 48171",Lake Jamesmouth,CO,34284,1970-12-13,5473.54,Inactive,2024-11-29,2025-11-26
CUST000085,Lynn,Maldonado,ybowen@example.com,(830)753-7749,"617 Isaac Prairie, New Kurtton, FL 43951",New Mary,KS,83122,1984-06-01,19857.69,Active,2024-11-24,2025-12-15
CUST000086,Jenny,Moore,edgarweaver@example.com,872-478-7275x5650,"94193 Moore Brooks, Aprilfurt, AZ 77955",Goodmouth,CO,81294,1999-09-08,13045.61,Active,2024-07-05,2025-12-05
CUST000087,Elizabeth,Schneider,lmorrison@example.org,+1-443-679-8996x840,"64011 Sara Rue Apt. 449, Lake Todd, NH 04449",Sydneyville,NJ,47641,2004-06-05,12961.9,Inactive,2023-12-26,2025-12-06
CUST000088,Sarah,Huynh,palmermichelle@example.org,+1-810-220-3912x7000,"819 Vicki Valleys, Lake Cliffordshire, NY 70519",North Savannahport,PR,92250,2005-04-05,39152.27,Suspended,2024-01-01,2025-12-05
CUST000089,Jack,Wilson,qrodriguez@example.org,+1-644-641-5625x5865,"6339 Kent Way, Ramosland, DC 67345",Bullockshire,NM,66557,1953-11-24,28757.4,Active,2025-03-22,2025-11-29
CUST000090,Brandon,Parker,thomas78@example.com,+1-601-345-6653x81062,"133 Alvarado Key Suite 586, West Kelseyborough, NV 24339",Jessicashire,UT,17003,1973-01-05,26002.07,Active,2025-06-28,2025-12-01
CUST000091,Jon,Smith,lawrenceandre@example.net,(755)883-4769,"672 Carol Place, Stevechester, WA 83080",Mccallmouth,SD,53789,1972-03-09,38226.94,Inactive,2024-05-18,2025-11-27
CUST000092,Ronald,Wilson,darrenbeard@example.org,271.974.5865x551,"759 Blackburn Lodge, East Patricia, OK 95721",Allisonside,AZ,11182,1977-01-24,29147.78,Inactive,2025-06-02,2025-12-03
CUST000093,James,Park,rodriguezjoseph@example.org,354.658.0363x843,"91536 West Forge, Jenkinsland, AK 41361",Reginamouth,KY,94095,1972-02-08,37187.92,Suspended,2025-09-20,2025-12-07
CUST000094,Andrew,Fischer,mcdanieldavid@example.org,329-413-3166,"3292 Gary Creek Suite 054, Darrylhaven, ND 78446",Jackborough,OH,48777,1973-10-05,20282.67,Suspended,2024-05-15,2025-12-16
CUST000095,Ryan,Smith,tayloradam@example.org,(251)749-0870,"11249 Kenneth Spurs Suite 174, Lake Deanport, VI 40386",Moralesview,VT,01835,1971-12-19,7798.99,Inactive,2025-09-24,2025-11-24
CUST000096,Steven,Cole,rachelhernandez@example.net,+1-369-685-1853,"Unit 9310 Box 5242, DPO AP 80081",Johnview,DE,72716,2005-08-26,777.64,Inactive,2025-12-07,2025-12-19
CUST000097,Tyler,Moore,gaillee@example.com,297-281-4913,"6800 Jackson Field, Edwardton, PR 81989",South Gabriel,IA,25651,1949-11-05,7122.18,Inactive,2025-11-17,2025-11-25
CUST000098,Dale,Smith,cbarron@example.com,538-823-9705,"07261 Jesse Road Apt. 865, New Meganville, PA 58587",New Allison,WA,92248,1959-03-09,41627.29,Active,2025-01-04,2025-12-02
CUST000099,Jasmine,Benson,miguel68@example.org,001-641-823-8149x760,"96613 Noble Streets, South Brendanhaven, NY 94760",Josephton,SD,62501,1981-07-04,12403.1,Suspended,2024-02-25,2025-12-02
CUST000100,Thomas,Lopez,alan35@example.net,+1-695-622-3374,"562 Reynolds Groves Apt. 191, Alexandraton, PR 38120",Ericborough,FM,35085,1954-02-27,36204.88,Active,2025-03-06,2025-12-20
CUST000101,Matthew,Cruz,tblevins@example.com,212.508.6365x33385,"1265 Amanda Forks, Lake Jorge, AK 10672",Michaelborough,NH,32404,1959-09-02,15541.39,Inactive,2024-02-23,2025-11-26
CUST000102,Alejandro,Young,uoliver@example.org,360-769-5191x39500,"PSC 7738, Box 4141, APO AA 25536",Lake Jameston,NC,96895,1985-03-13,26822.37,Inactive,2025-12-21,2025-12-02
CUST000103,Felicia,Ruiz,knightbrendan@example.net,+1-979-243-4179x1820,"444 Silva Mount, Kanechester, GA 55063",East Amanda,MA,98540,2004-05-03,36714.87,Suspended,2025-03-14,2025-12-10
CUST000104,Johnny,Bennett,brownkyle@example.org,(638)577-3949x703,"713 William Skyway, East Mary, MH 53577",Floresborough,CT,35140,1981-11-10,24816.07,Suspended,2025-05-20,2025-12-20
CUST000105,Rebekah,Smith,melanie15@example.net,(920)916-4833x36739,"0698 Woodard Dam Apt. 795, Goodwinland, UT 23648",West Bryce,NH,70466,1989-06-27,24784.6,Active,2024-04-19,2025-12-21
CUST000106,Isaac,Duran,qwagner@example.net,001-879-929-4333x854,"16121 Hannah Shore, North Rebeccachester, MP 48870",Ashleymouth,IA,90138,1954-12-27,14904.56,Inactive,2024-07-16,2025-12-14
CUST000107,Elizabeth,White,vfranklin@example.net,+1-925-305-5222x021,"USS Moore, FPO AE 12480",Sarahfurt,PW,73269,1954-05-24,7268.51,Suspended,2024-03-20,2025-11-30
CUST000108,Brian,Jefferson,katelyncarson@example.com,815-707-7589,"113 Adrian Ferry Apt. 943, North Nathanmouth, GA 86585",Velasquezport,OH,03221,1947-12-04,11091.78,Suspended,2025-05-13,2025-12-07
CUST000109,Brenda,Irwin,edavis@example.net,(391)677-6309x67537,"649 April Isle, Lake Margaret, IN 43428",Amybury,AS,18734,1997-04-27,30629.25,Suspended,2023-12-30,2025-11-27
CUST000110,John,Allen,aliciamarquez@example.org,001-275-213-5028,"335 Long Road, Richardsonhaven, AR 43431",Saraton,VA,90551,1946-03-20,36037.08,Suspended,2025-10-09,2025-12-07
CUST000111,Erin,Mills,bgalvan@example.net,289.507.0124,"USCGC Moore, FPO AE 35826",West Tiffany,AZ,40207,1989-10-13,32282.9,Active,2025-11-10,2025-12-19
CUST000112,Kaylee,Ortega,jgraves@example.org,969-876-5012x807,"881 Allison Trafficway, Stephenshire, SD 20471",North Taylorstad,IA,06196,1986-08-22,8685.78,Inactive,2025-08-08,2025-12-11
CUST000113,John,Ray,omartin@example.com,001-364-630-4978x01181,"USS Henson, FPO AA 09476",Thomasland,WV,53696,1979-09-01,46258.1,Suspended,2024-08-10,2025-11-24
CUST000114,Andrea,Mcgee,lwilson@example.org,846.687.4345x1585,"0849 Lewis Villages, Tannerfort, TN 57026",Catherineview,CA,16579,1966-10-25,19829.42,Active,2025-08-31,2025-12-07
CUST000115,Maurice,Carter,wilkinsonrobert@example.net,001-734-877-9829x81693,"375 Alexander Hill Apt. 859, New David, MA 52378",Lake Shirley,NY,77405,1974-01-03,34544.15,Active,2024-08-19,2025-12-07
CUST000116,John,Perez,matthewroberts@example.org,001-595-721-0829x850,"30457 Thompson Crest, Jacobport, FM 64161",Port Christopherstad,VI,14467,2005-08-24,37015.71,Suspended,2023-12-27,2025-11-27
CUST000117,Laura,Thomas,ariaslisa@example.com,278.578.3216x74287,"8984 Goodman Coves Suite 553, Denisechester, PA 65575",Moorebury,LA,02561,2003-03-16,4357.47,Active,2024-10-16,2025-11-28
CUST000118,Bradley,Green,terrence96@example.net,2152663342,"58292 Moon Gardens, Manningville, MA 49184",East Jose,NE,39336,1970-12-10,8752.77,Inactive,2025-10-24,2025-12-08
CUST000119,Timothy,Mcdaniel,seanadams@example.org,001-458-879-0206x4246,"318 Owens Coves, South Shawn, PR 99505",Hallstad,VI,24756,1945-05-21,40254.33,Active,2024-10-17,2025-11-26
CUST000120,Mary,Knight,scottcaitlin@example.com,001-428-241-8197x42462,"815 Angela Branch, Riverastad, AS 19097",New Valerie,VT,10403,2004-08-14,28902.74,Active,2024-10-08,2025-12-15
CUST000121,Michelle,George,alyssagomez@example.com,6083439368,"245 Walters Summit, New Shelbybury, UT 18743",Timothyview,GU,49020,1955-10-24,9576.0,Suspended,2024-12-31,2025-12-12
CUST000122,Stephen,Todd,ashley20@example.org,+1-921-770-6120x3351,"31505 Meyer Oval Suite 411, Duranchester, WA 43604",Laurenport,TN,59663,1993-08-24,26271.07,Inactive,2025-02-12,2025-11-29
CUST000123,Julie,Carrillo,patricia75@example.org,6468391426,"58887 Roy Course, North Susanburgh, PW 45135",North Curtistown,DC,95335,1975-04-20,22681.93,Inactive,2024-12-22,2025-12-12
CUST000124,Roy,Adams,ijones@example.net,820-412-2313x3407,"877 Bradley Lake Suite 386, Jamesmouth, UT 64881",East Judithside,OR,94202,2003-12-29,17022.83,Inactive,2025-07-10,2025-12-21
CUST000125,Alicia,Rivera,catherinecastaneda@example.com,590-686-3318x9751,"9121 Alexis Avenue Apt. 249, East Hunterfurt, MT 04698",Danielchester,WV,90597,2003-08-31,10520.0,Active,2024-06-05,2025-12-08
CUST000126,Ruth,Campbell,sandrarasmussen@example.net,(487)932-7104x22608,"53799 Yang Islands Suite 563, Herreramouth, MD 20345",Jesusville,AR,25891,1997-02-19,40249.28,Active,2024-11-19,2025-12-20
CUST000127,Dennis,Everett,jennifer34@example.org,+1-759-743-7712,"61729 Lauren Plains, West Kelly, SC 09349",New Carolineton,FL,40246,1977-07-01,11216.47,Inactive,2025-08-27,2025-11-30
CUST000128,Michelle,Hayes,melissa37@example.com,001-323-375-2146,"4885 Melissa Turnpike Apt. 333, East Jessica, FL 92295",Austinmouth,DC,51050,1988-04-23,983.96,Active,2024-05-08,2025-11-24
CUST000129,Whitney,Torres,roykaren@example.org,828-442-4560x6225,"36678 Lynn Green Suite 724, North Mariatown, NJ 66431",Port Chelsea,TX,10094,1988-11-21,3082.74,Active,2025-08-15,2025-12-03
CUST000130,Jennifer,Lee,kyle78@example.net,001-703-557-4681x5806,"88922 Shaw Shoal Apt. 721, North Anneside, CT 62006",Lake Lauriechester,IL,17041,1976-03-18,49514.59,Inactive,2025-01-19,2025-12-04
CUST000131,Zachary,Crawford,richardsonlarry@example.com,001-915-468-0248x3710,"01378 Sonya Forks, New Julian, IA 78993",North Kaylabury,WV,38273,1970-08-23,16332.36,Active,2024-03-20,2025-11-28
CUST000132,Crystal,Perez,charles85@example.net,523.708.2777,"07123 Jane Skyway, Danafort, DC 17544",New Royville,ME,86722,1997-11-17,11720.26,Active,2024-09-15,2025-12-19
CUST000133,Matthew,Torres,gdiaz@example.net,+1-374-308-8796x442,"762 Mcclain Keys, Robertfort, AK 90250",Mccallton,WI,45647,1945-09-11,41797.29,Suspended,2025-11-07,2025-12-20
